,Area,Activity,Sex ,Age,Injury,Fatal (Y/N),Time,Species 
3142,California,Free diving for abalone (surfacing),M,20,Leg lacerated,N,11h45,"White shark, 5.5 m to 6 m [18' to 20']  "
3145,Florida,Spearfishing / Scuba diving,M,27,"PROVOKED INCIDENT    Diver poked shark with spear, then shark bit his right foot",N,Late afternoon,"Bull shark, 8"
3160,California,Hookah diving for abalone (submerged),M,29,Buttocks & hip bitten,N,09h00,"White shark, 5.5 m [18'] "
3161,Western Cape Province,"Thrashing the water / imitating the shark victim from ""Jaws""",M,19,Torso bitten,N,16h05,"White shark, 3 m [10'] k"
3163,Florida,Surfing,M,19,"Right arm severed 1"" below elbow with extensive tissue loss 3"" above elbow",N,10h55,2.1 m [7'] lemon shark or bull shark
3167,California,Surfing,M,25,Leg bitten ,N,14h30,"White shark, 3 m to 4 m [10' to 13'] "
3168,Eastern Cape Province,Surfing,M,20,Left thigh lacerated,N,11h00,"White shark, 3.5 m [11.5'], species identity confirmed by tooth fragment"
3174,Florida,Surfing,M,15,Laceration to left lower leg,N,14h00,"Tiger shark, 6' "
3176,Oregon,Surfing,M,19,"No injury, board bitten",N,14h00,"White shark, 4.5 m "
3181,Florida,Skindiving,M,17,Lacerations to right arm,N,Night,12' to 14' shark
3199,California,Scuba diving & spearfishing,M,27,Leg bitten,N,12h00,White shark
3202,KwaZulu-Natal,Standing,M,33,Left foot lacerated,N,10h00,Juvenile dusky shark
3209,Eastern Cape Province,Surfing,M,19,Left leg & surfboard bitten,N,13h30,"White shark, 2.4 m [8']"
3210,Florida,Floating on a small orange raft ,M,20,"Calf bitten, leg surgically amputated below the knee  Note: by late August, 3 more bathers had been bitten by sharks at Daytona Beach",N,12h00,1.5 m [5'] shark
3211,California,Free diving for abalone,M,44,"Shoulder, arm & hand lacerated",N,13h30,White shark
3214,Tasmania,Scuba diving for abalone,M,37,FATAL,Y,Afternoon,White shark
3217,California,Scuba diving for abalone (at surface),M,23,Legs bitten,N,14h30,"White shark, 5.8 m [19'] "
3218,California,Hookah diving for abalone,M,34,"No injury, swim fin torn",N,13h30,"White shark, 5m to 6m"
3219,Florida,Swimming,F,14,Arm lacerated,N,Mid-morning,1.2 m [4'] shark
3222,South Carolina,Swimming ,M,18,Lacerations to right foot,N,16h30,4' shark
3238,KwaZulu-Natal,Surfing,M,16,Foot severed,N,10h55,1.5 m [5'] shark
3240,South Australia,Swimming underwater from crayfish cage to a fishing bait,M,12,Right leg  severed FATAL,Y,18h00,"White shark, 3 m [10'] "
3249,California,Surfing,M,17,"Thigh, lower back and surfboard bitten",N,07h30,"White shark, 5.5 m to 6 m [18' to 20'] "
3250,California,Hookah diving for abalone,M,29,Major injuries,N,13h45,"White shark, 4 m to 5 m "
3251,Red Sea,Swimming,F,20,"Bitten 12 times: multiple lacerations on hands, arms, shoulder breast thigh, both legs, left forearm surgically amputated ",N,17h00,"Shortfin mako shark, 2.3 m [7.5'] "
3252,California,Scuba diving (but on surface),M,41,Minor injuries to hand,N,17h30,"White shark, 5 m to 6 m [16.5 to 20'] "
3253,California,Scuba diving (but on surface),M,48,Minor bite on foot & swimfin,N,17h30,"White shark, 5 m to 6 m [16.5 to 20'] "
3255,Oregon,Surfing,M,24,No injury,N,Morning,"White shark, 4.5 m "
3266,California,Free diving (but on surface),M,45,Leg bitten,N,11h30,"White shark, 5 m [16.5']"
3268,Western Cape Province,Spearfishing,M,22,Left knee lacerated,N,Late afternoon,"Raggedtooth shark, 1.5 m [5'] "
3271,KwaZulu-Natal,Surfing,M,17,Right foot lacerated,N,16h30,Juvenile dusky shark
3272,KwaZulu-Natal,Surfing,M,21,"No injury, surfboard bitten",N,16h30 or 18h00,1.8 m [6'] shark
3280,KwaZulu-Natal,Swimming,M,33,Knee & calf lacerated,N,14h10,2 m to 2.5 m [6.75'  to 8.25'] shark
3294,Grand Bahama Island,"Free diving, Spearfishing",M,11,Left hand & forearm lacerated,N,14h30,7' to 8' bull shark
3296,Baja California,"Free diving, Spearfishing",M,37,"FATAL, leg bitten ",Y,16h45,White shark
3305,KwaZulu-Natal,Spearfishing,M,26,Hip bruised,N,Morning,"2 m shark, possibly a dusky or blacktip shark"
3313,Gaza,Swimming,M,25,"Hip, leg, arm, hand & shoulder bitten",N,15h00,2 m to 3 m shark
3332,Florida,Surfing,M,22,Buttocks bitten,N,11h30,4.5' shark
3333,California,Free diving for abalone,M,32,Bitten on legs & buttock,N,13h30,"White shark, 4.4 m to 5 m [14.5' to 16.5'] "
3340,Victoria,Surfing,M,18,Laceration above knee,N,11h00,7' shark
3343,KwaZulu-Natal,Sitting in shallows,F,30,Foot bitten,N,20h00,Zambesi shark
3344,Gaza,Standing,M,24,"Leg severed at knee,  hand severed, arms, torso & buttock severely lacerated",N,16h20,"White shark, 2.5 m [8.25'] "
3348,Western Cape Province,Swimming,F,16,Right forearm bitten,N,14h45,"White shark, 3 m [10']rk"
3352,Florida,Surfing,M,18,"Right shoulder, arm & hand bitten",N,Afternoon,5' to 6' shark
3353,KwaZulu-Natal,Swimming,M,25,Wrist & hand lacerated,N,Evening,1.5 m to 2 m shark
3354,California,Scuba diving,M,30,Bitten on legs,N, 14h00,"White shark, 5 m to 6 m [16.5' to 20']  "
3356,Istria County,Swimming,M,34,FATAL,Y,10h30,White shark
3358,New South Wales,Scuba diving & feeding fish,M,26,Eight puncture wounds to right leg by captive shark PROVOKED INCIDENT,N,13h15,"Grey nurse shark, 11'"
3361,Western Cape Province,Surfing,M,21,Leg & surfboard bitten,N,15h35,"White shark, 3 m [10'], species identity confirmed by witnesses & tooth pattern in leg & board "
3364,Western Cape Province,Swimming,M,>50,"FATAL, multiple bites ",Y,11h30,White shark according to tooth pattern and witnesses
3369,South Island,Surfing,M,16,Lacerations to left leg ,N,10h20,"White shark, 4.6 m [15'] "
3381,Eastern Caroline Islands,Diving,M,43,Lacerations & punctures to right arm & shoulder ,N,10h00,1.8 to 2 m C. albimarginatus
3390,KwaZulu-Natal,Scuba Diving,M,25,2 cm laceration on knee PROVOKED INCIDENT,N,16h00,"Raggedtooth shark, 2 m [6'9""], 5-year-old, captive female "
3420,California,Free diving for abalone,M,53,Leg & ankle severely bitten,N,11h20,"White shark, 4.3 m 4.9 m [14' to 16'] "
3424,Florida,Body surfing,M,13,Lacerations to right lower leg & left arm and hand,N,16h30,4' shark
3433,Florida,Diving,M,23,Laceration to buttocks Recorded as PROVOKED INCIDENT,N,11h00,Nurse shark
3439,Hawaii,Surfing,M,16,Leg & surfboard bitten,N,17h30,"White shark, identified by tooth fragments in surfboard"
3440,Tasmania,Fishing,M,49,Lacerations to hand from hooked shark PROVOKED INCIDENT,N,Daytime,7-gill shark
3446,New South Wales,Feeding mullet to sharks,M,27,Laceration to finger by a captive shark PROVOKED INCIDENT,N,Morning,"Grey nurse shark, 10' "
3447,South Island,Surfing,M,17,"Hit in face by shark, arm abraded, surfboard bitten",N,17h45,White shark
3458,South Island,Spearfishing,M,24,"FATAL, left leg bitten, femoral artery severed  ",Y,10h15,"White shark, 4.3 m [14'], (tooth fragment recovered)"
3463,Magdalena Department,Dynamite fishing,M,18,Lacerations to head,N,10h30,2 m shark
3464,California,Free diving,M,25,Major injury to torso,N,11h00,"White shark, 4 m [13'] "
3466,South Carolina,Spearfishing using Scuba,M,33,Swimfin & knee bitten,N,Afternoon,4m [13'] shark
3479,KwaZulu-Natal,Wading & pushing dinghy toward  the shallows,M,35,Left thigh lacerated,N,Afternoon,1.5 m to 1.8m [5' to 6'] shark
3485,South Australia,Spearfishing,M,26,"No injury, speargun bitten",N,18h30,"Bronze whaler shark, 3 m [10'] "
3492,Western Cape Province,Surfing,M,22,Right ankle & foot bitten,N,14h00,1.5 m to 1.8 m [5' to 6'] shark
3503,Florida,Standing on sandbar,M,19,Left foot bitten,N,16h30,small blacktip shark
3511,California,Pulling shark from the water,M,24,Nipped on shoulder by captive shark PROVOKED INCIDENT,N,14h30,5' blue shark
3514,Western Australia,"Spearfishing, dived to pick up a float line",M,23,"FATAL, ""bitten in two""",Y,11h00,White shark
3518,Florida,Spearfishing,M,15,Shark grasped thigh,N,14h30,"Nurse shark, 106 cm, 28-lb, male "
3519,Out Islands,Photographing sharks underwater using Scuba,M,41,"No injury, shark struck camera",N,Early afternoon,1.5 m to 1.8 m [5' to 6'] sandbar shark
3524,Florida,Spearfishing,M,26,"After shark was speared & hit on head, it bit the diver’s foot  PROVOKED INCIDENT",N,17h30,"Nurse shark, 1 m "
3530,KwaZulu-Natal,Spearfishing,M,32,"Punctures in right buttock & thigh, abrasion on right forearm",N,06h50,"White shark, 3 m [10'] "
3531,Victoria,Spearfishing,M,36,Speared shark lacerated his arm PROVOKED INCIDENT,N,15h00,Grey nurse shark
3533,South Island,Lifesaving drill,M,21,"FATAL, seen taken by a shark ",Y,19h45,Thought to involve a white shark
3547,New Ireland Province,Swimming,F,13,FATAL,Y,Morning,3.7 m [12'] shark
3548,New Ireland Province,Bathing,F,8,FATAL,Y,09h00,3.7 m [12'] shark
3549,Queensland,"Free diving, carrying speargun",M,32,Shoulder lacerated,N,16h45,"Bronze whaler shark, 2.1 m [7'], a tooth was embedded in the speargun "
3553,Western Australia,Spearfishing,M,43,No injury,N,12h00,"Mako shark, 1.9 m [6.5'] "
3559,Duke of York Islands,Swimming,F,13,FATAL,Y,Midday,A pack of 6 sharks
3560,Duke of York Islands,Diving into water,F,9,FATAL,Y,Midday,A pack of 6 sharks
3565,Florida,Wading,M,8,"No injury, mother lifted him from the water",N,15h00,Spinner or blacktip sharks
3567,South Carolina,Killing a shark,M,34,"Arm bitten, PROVOKED INCIDENT",N,18h40,4' shark
3573,New Jersey,Clamming,M,15,3 lacerations on  right leg by speared fish PROVOKED INCIDENT,N,16h00,"Local authorities speculated that the water was too cold for sharks, but a 2.1 m [7'], 200-lb pregnant sandbar shark was caught next day"
3574,Florida,Fishing,M,18,Hand & forearm bitten by hooked shark PROVOKED INCIDENT,N,09h00,1.2 m [4'] hammerhead shark
3575,Texas,Swimming,M,18,Punctures on  thigh & buttock,N,17h00,a small shark
3586,New South Wales,Treading water,M,13,"Left leg & lower right leg bitten, taken ashore with shark still grasping his leg",N,14h00,"White shark, 2.5 m [8.25'], an immature female, previously injured"
3587,Western Cape Province,Helping men land a shark,M,33,Left leg lacerated by hooked shark  PROVOKED INCIDENT,N,Afternoon,Copper shark
3589,California,Free diving / spearfishing (resting on the surface),M,29,"Hand, arm & thigh bitten",N,10h00 / 11h00,"White shark, 3 m [10'] "
3592,Eastern Cape Province,Standing,M,16,Right calf lacerated,N,09h00,1.5 m to 1.8 m [5' to 6'] Zambesi shark
3594,KwaZulu-Natal,Body surfing,M,15,Lower legs bitten,N,14h00,"1.8 m to 2 m [6' to 6'9""] shark"
3596,Florida,Swimming,M,35,Thigh gashed,N,16h00,Hammerhead shark
3604,Queensland,Surfing,M,24,Puncture wounds to right thigh,N,16h30,"Grey nurse shark, 2.4 m [8'] "
3630,Florida,Spearfishing,M,28,Left hand severely lacerated,N,11h00,"White shark, 10' to 12' "
3631,Western Caroline Islands,Walking on reef,M,8,Right leg bitten,N,15h30,"Tiger shark, tooth fragment recovered"
3632,Florida,Paddling on surfboard,M,17,Left hand punctured & lacerated,N,07h15,Blacktip or spinner shark
3634,Florida,Free diving,M,16,Survived,N,13h30,Mako shark
3635,KwaZulu-Natal,Treading water,M,25,"Abdomen, buttock, thigh, arm & hand bitten",N,15h00 or 15h45,"1.8 m [6'], 136-kg [300-lb] shark "
3636,Massachusetts,Scuba diving,M,18,Punctures on left thigh,N,14h30,1.2 m [4'] shark
3638,KwaZulu-Natal,Paddling rescue ski,M,22,"No injury, ski bitten",N,13h00,"White shark, 3.7 m [12'] "
3649,Eastern Cape Province,Swimming,M,19,"Hand, ankle & calf lacerated",N,17h00,Raggedtooth shark 
3652,Bougainville (North Solomons),"Canoe swamped, swimming back to canoe",M,28,Survived,N,Late afternoon,2.1 m [7'] shark
3654,Victoria ,Free diving with seals,M,25,Left leg severed,N,14h30,"White shark, 2.4 m [8'] "
3660,Western Australia,"Surfing, but swimming to his board",M,19,Abrasions & 11 teethmarks on right lower leg,N,09h30,"Grey nurse shark, 1.8 m [6']"
3663,Northern Taiwan,Swimming,M,20,Right thigh &  elbow bitten,N,13h30,1.8 m [6'] shark
3665,Guerrero,Floating on his back in an inner tube,M,19,Right thigh bitten,N,14h00,1.8 to 2.4 m [6' to 8'] shark
3668,Florida,Spearfishing using scuba,M,28,"No injury, shark hit scuba tank",N,12h00,Hammerhead shark
3685,Vita Levu,Spearfishing,M,35,"FATAL, buttocks, lower abdomen & genitalia removed  ",Y,11h30,Tiger shark
3690,Florida,Skin diving ,M,38,"Minor injury, abdomen abraded when he collided with the shark",N,16h00,1.7 m [5.5'] shark
3696,North Island,Spearfishing,M,26,"No injury to diver, shark bit speargun",N,18h30,"White shark, 3 m [10'] "
3697,Western Cape Province,Body boarding,M,25,Right ankle lacerated,N,08h45,"White shark, 1.5 m [5'] k"
3699,South Island,Swimming,M,19,"FATAL, both legs bitten & right leg severed at knee ",Y,06h45,"White shark, 3 m to 3.7 m [10' to 12'] "
3709,California,Spearfishing / Scuba diving (at surface),M,21,Leg & thigh bitten,N,12h00,White shark (tooth fragment recovered)
3715,KwaZulu-Natal,Standing,F,20,"Right hand & foot severed, thigh & buttock lacerated",N,14h00,"Zambesi shark, 1.8 m [6'] "
3716,KwaZulu-Natal,Swimming ,M,24,"Lower leg bitten & foot severed, leg surgically amputated below knee",N,15h00,1.8 m [6']  shark
3720,KwaZulu-Natal,Helping friend land hooked shark,M,13,Foot lacerated  PROVOKED INCIDENT,N,18h30,"Dusky shark, 1 m "
3723,KwaZulu-Natal,Splashing in surf,M,15,"FATAL, arm severed, leg bitten",Y,12h40,300- to 400-lb Zambesi shark
3724,South Australia,Spearfishing,M,23,Torso & hand lacerated,N,12h45,White shark
3726,South Island,Treading water while alongside capsized yacht,M,20,Hand & lower leg severely injured,N,13h00,Possibly a broadnose 7-gill shark
3727,Gulf Province,Fishing / standing in waist deep water,F,18,Left arm lacerated  PROVOKED INCIDENT,N,14h00,Tiger shark
3728, Lau Province,Fishing,F,21,Elbow bitten,N,11h00,>1.2 m [4'] tiger shark
3734,Western Caroline Islands,Fishing,M,35,Left calf lacerated,N,03h00,Dooley believed his Injury was caused by stingray (Dasyatidae family)
3735,Florida,"Surf fishing, wading ",M,28,"Right thigh &  foot bruised, right calf  lacerated",N,17h30,500-lb shark
3739,Ysabel Island,Spearing fish,M,30,"FATAL, right thigh, calf & foot bitten ",Y,13h00,5.5 m [18'] shark
3740,New South Wales,Surfing,M,18,"A ""dead"" shark grabbed by the tail bit his right torso PROVOKED INCIDENT",N,09h30,1.5 m [5'] shark
3741,Florida,"Spearfishing, pulled shark’s tail",M,16,Minor injury to left forearm  PROVOKED INCIDENT,N,13h30,"Nurse shark, 1.2 m [4'] "
3743,Eastern Caroline Islands,Spearfishing,M,26,Upper left arm bitten,N,08h00,Tiger shark
3748,Thessaly,Swimming,F,42,FATAL,Y,16h30,"White shark, 3 m "
3749,Central Province,Fishing,M,30,"Hooked shark bit his nose, arm and leg PROVOKED INCIDENT",N,Morning,1.8 m [6'] shark
3753,US Virgin Islands,Swimming,M,25,"FATAL, hand severed, shoulder, hip, foot, thigh bitten & femoral artery severed  ",Y,13h50,"Hand found in gut of 2.9 m to 3.3 m [9'7"" to 10'11""] Galapagos shark, C. galapagensis"
3756,Hawaii,Surfing ,M,15,Left foot & leg bitten,N,14h00,3.7 to 4.5 m [12' to 15'] shark seen in vicinity
3760,New South Wales,Spearfishing,M,18,Left leg lacerated,N,Afternoon,"Bronze whaler shark, 3 m [10'] "
3761,Lomaiviti  Island Group,Spearfishing,M,28,Left arm bitten,N,10h00,"White shark, 2.1 m [7'] "
3765,New South Wales,Wading,F,32,"FATAL, right femoral artery severed, thigh, calf, buttock & left hand bitten  ",Y,13h30,"Tooth fragments of “whaler” shark were recovered, a bull shark, according to Edwards"
3770,KwaZulu-Natal,"Free diving, hunting crayfish",M,27,Lacerations & punctures on left  forearm,N,12h15,1 m shark
3771,KwaZulu-Natal,Spearfishing,M,24,Lacerations to right  arm,N,16h00,"Zambesi shark, 2 m [6'9""] "
3777,South Australia,Spearfishing,M,16,"FATAL, right leg bitten thigh to calf  ",Y,14h30,"White shark, 4.3 m [14'] (or bronze whaler)"
3781,California,Spearfishing / Scuba diving (at surface),M,24,"Arm, hand, buttock, leg and thigh bitten",N,12h45 / 13h45,"White shark, 4.3 m to 4.9m [14' to 16']"
3785,Veracruz,Wading,M,32,"FATAL, both legs bitten  ",Y,08h30,2.7 m [9'] shark
3790,Grand Turk Island,Spearfishing,M,24,Left thigh & hand & speargun bitten,N,14h30," Blacktip shark, C. maculipinnis. 1.9 m to 2.1 m [6.5' to 7'] "
3793,Tyrrhenian Sea,Spearfishing with Scuba gear,M,28,"FATAL, multiple injuries to both legs  ",Y,10h20,White shark
3796,Northern District,Fishing,M,49,Posterior lower left leg lacerated by netted shark PROVOKED INCIDENT,N,Midday,"""A long thin brown-colored shark"""
3797,California,Diving for abalone,M,39,"Struck shark with abalone bar to scare it away from abalone, but shark bit his shoulder  PROVOKED INCIDENT",N,08h30,"Horn shar,k Heterodontus francisci, 1.2 m [4'] "
3800,Texas,Surf fishing in waist-deep water,M,40,"FATAL, lower right leg bitten",Y,15h30,Unknown
3801,New Jersey,Standing,M,24,Left thigh & hand bitten,N,14h00 - 15h00,1.8 m [6'] shark
3807,California,Fishing for albacore,M,19,"2 lacerations on left hand by hooked shark, PROVOKED INCIDENT",N,16h30,Blue shark
3813,Florida,Rolled off raft,M,11,"8"" laceration on left calf",N,11h50,1.8 m [6'] shark
3820,California,"Scuba diving, attempting to catch a captive shark",M,55,Right forearm bitten PROVOKED INCIDENT,N,13h30," Sevengill  shark, 1.2 m [4'] "
3827,KwaZulu-Natal,Wading,M,13,Left ankle & foot bitten,N,11h30,"Zambesi shark, 1.2 m [4'] "
3831,Madang,Swimming,M,10,"FATAL, calf bitten, other leg severed below knee",Y,Late afternoon,Possibly a bronze whaler shark
3836,KwaZulu-Natal,Treading water,M,13,"FATAL, tissue removed from thigh, femoral artery severed ",Y,16h20,"White shark, 3 m "
3837,Queensland,Swimming,M,35,Shin bitten,N,14h30,60 cm  shark 
3840,South Island,Splashing ,M,18,"Left hand injured: gash on back of hand, toothmarks on palm",N,16h00,1.5 m [5'] shark
3846,California,Spearfishing / Scuba diving (at surface),M,29,Buttock bitten & major leg wound,N,10h30,"White shark, 4 m [13'] "
3848,New South Wales,Surfing,M,19,Dorsum of foot lacerated & toe severed,N,13h30,"Bronze whaler shark, 2.1 m [7'] shark"
3850,"10ºS, 142ºE",Spearfishing,M,24,Left leg & buttocks bitten,N,12h00,White shark
3851,South Island,Surf fishing,F,54,Right foot lacerated ,N,18h00,"36""  shark"
3858,Kwajalein Atoll,Fishing with hand net in 2' of water,M,57,"2.5"" laceration on right hand",N,13h00,1.8 m [6'] shark
3862,Queensland,Standing,F,18,"FATAL, right arm severed at shoulder, left hand severed, right thigh bitten & surgically amputated.  Died  day after the attack",Y,16h15,3 m [10'] shark
3863,Queensland,Standing,M,24,"Hand bitten, surgically amputated",N,16h15,3 m [10'] shark
3864,KwaZulu-Natal,Treading water,M,18,Lower right leg & ankle bitten,N,16h50,Zambesi shark
3865,Western Australia,Spearfishing,M,23,"No injury, Parker shot the shark when it came close to his nephew, Bill Bradbury (14), then the shark bent his speargun PROVOKED INCIDENT",N,07h00,"Grey nurse shark, 2.4 m [8'] "
3868,Queensland,"Surfing, pushing board ashore",M,22,"FATAL, right wrist and hand bitten, left leg severed above knee ",Y,06h15,Next morning a 3 m [10'] shark was caught that had Andrews' leg in its gut
3869,Torres Strait,Swimming with other crew near wharf,M,17,Right thigh and leg lacerated,N,14h00,1.8 m [6'] shark
3876,Primorje-Gorski Kotar County ,Swimming,M,19,"FATAL, hand severed & legs bitten  ",Y,Early afternoon,White shark
3878,165  miles from Bermuda,"Survived US Naval aircraft crash, climbing onboard rescue vessel when he fell back into sea ",M,22,Right shoulder blade  & back lacerated,N,06h00,"Oceanic whitetip shar,; identified by Dr. W.C. Schoeder on photograph & Dr. L.P. L. Schultz on sketch by observer"
3882,California,Swimming,M,16,"Foot, leg  & groin lacerated",N,09h30 / 15h30,"White shark, 4 m [13'] "
3883,South Carolina,Wading,M,19,"Right arm bitten. Left leg bitten, surgically amputated ",N,08h00,White shark
3885,Hawaii,"Net fishing, picking catch from the net",M,38,Hand bitten,N,17h30,2.4 m [8'] shark
3887,New York,Spearfishing,M,57,Puncture wound on right shin & fingers lacerated by speared shark PROVOKED INCIDENT,N,14h30,"43"" shark"
3890,Adriatic Sea,Spearfishing,M,21,Foot bitten,N,14h00,"White shark, 4.5 m "
3897,California,Free diving for abalone,M,20,"No injury, wetsuit bitten",N,08h00 / 09h30,White shark
3899,Florida,Walking in chest-deep water,M,52,Middle finger of left hand & right forearm lacerated,N,11h30,"Hammerhead shark, 500-llb "
3903,Gaza,Swimming,M,37,"Multiple injuries to both hands, left leg & foot",N,10h00,Zambesi shark
3907,New South Wales,"Checking fish traps, fell into the water",M,40,Tiny cuts & bruises on neck  ,N,Night," ""gummy"" shark (Rhizoprionodon or Loxodon) 1.2 m [4']"
3908,Gaza,"Swimming, using bundles of sticks as raft",M,38,"FATAL, extensive abdominal wounds, died 4 days later  ",Y,11h00,Zambesi shark
3913,Victoria,Swimming,M,24,"Abdomen & arm bitten. Shark, holding him by the arm, leapt 4' to 5' above the surface",N,Late afternoon,3 m [10'] shark
3915,South Australia,Spearfishing,M,21,Left leg bitten  & left forearm lacerated,N,14h30,"White shark, 3.7 m [12'] "
3916,Wake Island (EnenKio),Free diving,M,33,Right elbow bitten,N,15h30,"Grey reef shark, 1.8 m [6'] grey reef shark, identified by Dr. L.P. L. Schultz based on photographs; identified as C. melanopterus by Stewart"
3922,Western Cape Province,"Spearfishing, shark grabbed his white t-shirt and towed him ",M,27,Torso bruised & abraded ,N,Late afternoon,1.5 m [5'] shark
3923,Eastern Cape Province,Swimming,M,14,"FATAL, multiple injuries to both legs, feet & left arm  ",Y,14h50,"2.1 m [7'], 90-kg shark"
3927,KwaZulu-Natal,Swimming,M,15,Left thigh bitten ,N,14h20,White shark
3928,New South Wales,Collecting aquarium specimens,M,27,Right calf  bitten by lassoed shark on deck of surf ski PROVOKED INCIDENT,N,Morning,"Wobbegong shark, 1.5 m [5'] "
3929,KwaZulu-Natal,Standing,M,13,"Right foot, leg and hand bitten",N,19h35,"White shark, based on bite pattern"
3943,KwaZulu-Natal,Swimming,M,25,"FATAL, legs severed ",Y,16h30,"White shark, 3 m [10'], tooth fragment from wounds identified as that of a white shark"
3944,Queensland,"Fishing, when line became snagged on rock & he dived into water to free it ",M,33,Left thigh lacerated, N,09h00,"Grey nurse shark, 1m "
3946,Queensland,Swimming,M,41,Right shoulder lacerated, N,14h45,3' shark
3974,Florida,Holding shark on leader & dangling it above the water,M,15,Right hand bitten by hooked shark PROVOKED INCIDENT,N,20h00,"Lemon shark, 1164 mm, immature male, identified by  V.G. Springer"
3980,Virginia,"Fishing, tossing netted shark onboard",M,41,Right arm bitten  PROVOKED INCIDENT,N,12h00,"""sand shark"""
3985,Florida,Scuba diving,M,39,"No injury, shark harrassed diver & attempted to bite his swimfins",N,11h00,"Mako shark, 1.8 m to 2.1 m [6' to 7']  with hook & wire leader caught in mouth"
3990,Paget,Free diving but treading water at surface,M,25,Foot bitten,N,15h00,"Dusky shark, 2.7 m [9'] dusky shark C. obscurus identified by S. Springer on tooth recovered"
3991,California,Swimming ,F,16,"Left leg bitten, surgically amputated below the knee",N,13h00,"White shark, 4 m to 5 m [13' to 16.5'] "
3994,KwaZulu-Natal,Treading water,M,16,Multiple major injuries,N,15h35,"White shark, 2.1 m [7']  based on tooth pattern"
3995,California,Skindiving for abalone (but at surface),M,48,Foot & swim fin bitten ,N,14h00,"White shark, 4.9 m [16'] "
3999,New South Wales,Surfing,M,17,Right arm & side bruised,N,Late afternoon,"White shark, 3.7 m [12'] "
4007,Florida,Treading water,M,42,"Ankle bitten, hand injured while striking shark",N,12h00,"1.2 m [4'], possibly  larger shark"
4009,Tasmania,"Wading, fishing for flounder",M,30 & 32,"No injury, Robertson knocked over & Hasler brushed by a shark",N,Night,Two 2.1 m [7'] sharks
4020,New South Wales,Free diving,M,13,"FATAL, right leg severed above knee, surgically amputated but died 9 days later ",Y,15h30,Bull shark
4043,Victoria,Body surfing,M,19,"Thighs bitten, right hand lacerated",N,14h45,3.5 m [11.5'] shark
4044,Queensland,Standing in chest-deep water,M,17,Right foot lacerated,N,07h30,"""a small shark"""
4045,Queensland,Trailing the field in a surf race,M,19,"Lower left leg bittten, hand abraded",N,11h00,3 m to 4.3 m [10' to 14'] shark
4049,California,Swimming at surface through school of feeding 2.5' to 5’ sharks,M,21,Forearm bitten,N,10h30 or 13h30,"Blue shark, 1.5 m [5'] "
4054,California,Diving for abalone,M,30,"Ankle twisted, swim fin bitten",N,15h15,"White shark, 5 m [16.5'], identified by Dr. W. I. Follett on tooth marks"
4056,Kadavu,Spearfishing,M,36,forearm abraded,N,12h00,"Tiger shark, 1.8 m [6']"
4059,Florida,"Adrift, hanging onto cushion, after his 17' skiff ran out of gas & capsized 3 miles from shore",M,30,"During the night both hands and feet were bitten, rescued next day after spending 17 hours in the sea.",N,17h00,"A hammerhead shark, then 8 to 10 other sharks were said to be  involved"
4075,Wakayama Prefecture,Swimming,M,13 or 18,"FATAL, left thigh bitten",Y,14h30,"Blue shark, 3 m [10']"
4080,California,Spearfishing (but on surface),M,25,"14 punctures on right thigh, swim trunks torn",N,19h30,"Hammerhead shark, 1.8 m [6'] S. zygena identified by C. Limbaugh on description"
4091,California,Free diving for abalone,M,33,"FATAL, body not recovered",Y,17h10,"Reported to involve a White shark, 6 m to 7m [20' to 23'] "
4095,California,Treading water,M,18,"FATAL, left arm bitten, right arm partly severed, deep lacerations of left shoulder & chest ",Y,17h30,"White shark, 3 m [10']; identifed by Dr. W.I. Follett on tooth marks"
4096,Florida,Spearfishing,M,19,Lacerated hip & hands,N,10h00,"Tiger shark, 3.7 m [12']"
4110,KwaZulu-Natal,Treading water,M,14,Leg severed below knee,N,14h45,1.8 to 2.1 m [6' to 7'] shark
4111,Western Australia,Working prawn net,M,20,Shark’s tail grazed his shin,N,Night,"Grey nurse shark, 1.8 m [6']"
4114,Tasmania,In deep water about 100 yards from his ship,M,22,FATAL,Y,16h30,Said to involve 2 sharks: 5.2 m & 6 m [17' & 20'] 
4115,Queensland,"Surfing, but treading water",M,17,Right foot & toe bitten,N,09h30,1.8 m [6'] shark
4116,Western Cape Province,Swimming,M,18,Thigh & both wrists lacerated,N,16h15,"White shark, 1.8 m to 2.1 m [6' to 7']  according to Shreuder and a witness"
4130,Hawaii,Surfing on air mattress,M,15,"FATAL, leg severed  ",Y,13h00,"Tiger shark, 4.6 m to 7.6 m [15' to 25'] "
4131,Tutuila Island,Cleaning hull of ship ,M,22,"FATAL, left thigh & hip bitten  ",Y,11h00,Tiger shark
4132,Queensland,Swimming,M,21,FATAL,Y,15h15,12' shark
4141,Cat Cay,Fishing,M,42,Right forearm lacerated,N,Morning,200-lb shark
4146,Florida,"Swimming, ducking for shells in water 0.9 m deep",M,12,3 lacerations on leg,N,16h10,"Tiger shark, 1.5 m to 1.8 m [5' to 6'] "
4147,Florida,"Swimming, ducking for shells in water 0.9 m deep",M,8,"Left hand and  leg bitten, leg surgically amputated below hip",N,16h10,"Tiger shark, 1.5 m to 1.8 m [5' to 6'] "
